EG	ECK	Gene	Syn	Type	Len	Ori	LeftEnd	RightEnd	Cs	MW	Protein	Function	Description	Comments	GI	SP	b#	ASAP	JW	CG	
EG13026	ECK3016	qseB	preA(S.T.), ygiX	aa	219	Clockwise	3169828	3170487	68.29	24677.59	quorum sensing DNA-binding response regulator in two-component regulatory system with QseC	Null	Quorum sensing two-component response regulator; cognate to QseC sensor kinase; regulates flagella synthesis and motilty by activating transcription of flhDC	Null	; 1789402	P52076	b3025	9936	JW2993	CG75090
EG13027	ECK3017	qseC	preB(S.t.), ygiY	aa	449	Clockwise	3170484	3171833	68.31	50281.68	quorum sensing sensory histidine kinase in two-component regulatory system with QseB	Null	Quorum sensing two-component sensor kinase; cognate to QseB response regulator; regulates flagella synthesis and motilty by activating transcription of flhDC; responds to AI-3 and 	Characterized in an EHEC strain, QseC has been shown to respond and bind to AI-3 and AI-3-cross signaling human hormones epinephrine and norepinephrine (Clarke, 2006). A mutant qseC confers sensitivity to pyrazinoic acid.	; 1789403	P40719	b3026	9938	JW2994	CG74963
EG13028	ECK3018	ygiZ	None	aa	110	Counterclockwise	3171879	3172211	68.34	13200.99	inner membrane protein	Null	Inner membrane protein, function unknown	Null	1789404	Q46867	b3027	9940	JW2995	Null
EG13031	ECK3033	ubiK	yqiC	aa	96	Clockwise	3184840	3185130	68.61	11275.98	accessory factor for ubiquinone biosynthesis; BMFP family putative fusogenic protein	Null	Accessory factor for ubiquinone biosynthesis	UbiK(YqiC) interacts with a C-terminal domain of UbiJ and is proposed to be an assembly and/or targeting factor for Ubi proteins; UbiK-UbiJ interacts with palmitoleic acid; ubiK(yqiC) and ubiJ mutants accumulate octaprenylphenol, an early intermediate of the UQ biosynthetic pathway (Loiseau, 2017). Unlike the single deletion strains, a ubiI ubiK(yqiC) double deletion strain grows very poorly on LB and has no detectable ubiquinone, indicating a functional redundancy (Agrawal, 2017). ubiK and ubiI single mutants have 15-20% reduced ubiquinone levels (Agrawal, 2017; Loiseau, 2017).  In Salmonella typhimurium, UbiK(YqiC) is involved in the expression of flagella and fimbriae, motility, enhanced biofilm formation, mice colonization, and growth in macrophages (Loiseau, 2017; Wang, 2016; Carrica, 2011). UbiK(YqiC) is a Brucella Membrane Fusogenic Protein (BMFP) superfamily protein (Carrica, 2011).	87082201	Q46868	b3042	9987	JW5505	Null
EG13033	ECK2770	ygcE	None	aa	492	Clockwise	2901896	2903374	62.52	54176.92	putative kinase	Putative enzyme; Not classified	Putative sugar kinase, function unknown	yqcE-ygcE may be a sugar catabolism operon.	1789138	P55138	b2776	9097	JW5444	Null
EG13034	ECK2771	queE	ygcF	aa	223	Counterclockwise	2904747	2905418	62.58	25029.65	7-carboxy-7-deazaguanine synthase; queosine biosynthesis	Enzyme; cofactor biosynthesis	7-carboxy-7-deazaguanine synthase; queuosine biosynthesis	An E. coli queE(ygcF) mutant lacks quenosine and epoxyqueuosine (Miles, 2011). The orthologous B. subtilis QueE has been shown to have 7-carboxy-7-deazaguanine (CDG) synthatse activity in vitro; QueE converts 6-carboxy-5,6,7,8-tetrahydropterin (CPH(4) to CDG (McCarty, 2009). The B. subtilis ortholog is involved in queuosine preQ0 synthesis (Reader, 2004). Overexpression causes filamentous biofilm formation (Tenorio, 2003). Radical SAM superfamily.	1789139	P64554	b2777	9101	JW2748	Null
EG13035	ECK2772	ygcG	None	aa	290	Clockwise	2905711	2906583	62.60	32205.62	TPM domain protein, putative phosphatase	Null	TPM domain protein, putative phosphatase	ygcG expression is reduced five-fold upon induction of the sxy gene on a plasmid (Sinha, 2009). The first 17 aa of YgcG may be a signal anchor; three TM regions are predicted for amino acids 175-250.	87082161	P55140	b2778	9108	JW5445	Null
EG13036	ECK2848	ygeF'	None	aa	163	Clockwise	2990554	2991043	64.43	18482.42	pseudogene	Null	Pseudogene reconstruction, part of T3SS PAI ETT2 remnant	This pseudogene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining. An intact version is present in strain 042, and in strain O157:H7 as Z4171/ECs3707.	2367169	Q46786	b2850	9361	JW2818	Null
EG13037	ECK2849	ygeG	None	aa	163	Clockwise	2991268	2991759	64.44	19093.26	SycD-like chaperone family TPR-repeat-containing protein	Null	Putative secretion chaperone, part of T3SS PAI ETT2 remnant	This gene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining. YgeG is homologous to secretion-associated chaperones SicA (Salmonella), SycD (Yersinia) and IpgC (Shigella).	1789215	Q46787	b2851	9364	JW2819	Null
EG13038	ECK2850	ygeH	None	aa	458	Clockwise	2992094	2993470	64.46	52752.83	putative transcriptional regulator	Putative factor; Not classified	HilA homolog; part of T3SS PAI ETT2 remnant; putative trancriptional regulator of ETT2	This gene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining.	1789216	P76639	b2852	9368	JW2820	Null
EG13039	ECK2851	ygeI	None	aa	72	Clockwise	2993638	2993856	64.50	8054.83	uncharacterized protein	Null	Function unknown, part of T3SS PAI ETT2 remnant	This gene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining.	1789217	Q46789	b2853	9374	JW5456	Null
EG13040	ECK2852	pbl'	ygeJ	aa	167	Clockwise	2993939	2994441	64.50	19348.62	pseudogene, peptidoglycan-binding enzyme family	Null	Pseudogene reconstruction, pilT homolog; part of T3SS PAI ETT2 remnant; putative murein hydrolase; putative periplasmic protein	This pseudogene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining. Pbl is homologous to virulence-related export proteins, e.g. IagB (S.t.), IpgF (S. flexneri), PilT (plasmid R64). This family may be involved in making holes in the peptidoglycan layer for macromolecular transport purposes. The first 24 aa of Pbl are predicted to be a type I signal peptide. Codon usage indicates pbl is an alien (horizontal) gene. Hypothetical reconstruction of an apparent frameshift mutation after codon 148 extends Pbl to 167 aa. An intact version (Z4175) is present in strain 042 and and in O157:H7 EDL933 (SP Q8X6H3).	87082169	Q46790	b2854	9377	JW5457	Null
EG13041	ECK2853	ygeK'	ygeL	aa	210	Counterclockwise	2994460	2995092	64.51	23298.18	pseudogene, response regulator family, part of T3SS PAI ETT2 remnant	Null	Pseudogene reconstruction, part of T3SS PAI ETT2 remnant; response regulator family	This pseudogene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining. Stop codon 52 is translated as an X. YgeK is homologous to the Spi-2 regulator SsrB. Codon usage indicates ygeK is an alien (horizontal) pseudogene. The complete YgeK is present in E. coli O157:H7, SP P58664, with a Gln in place of the in-frame stop codon. LuxR family.	87082170	Q46791	b2856	9381; 9379	JW5458	Null
EG13044	ECK2855	ygeN'	ygeM	aa	235	Counterclockwise	2995314	2996020	64.53	27235.42	pseudogene, orgB family, part of T3SS PAI ETT2 remnant	Null	Pseudogene reconstruction, orgB homolog; part of T3SS PAI ETT2 remnant	An apparent frameshift at codon 87 has been reconstructed with an X. This pseudogene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining. YgeN is homologous to OrgB (S.t.) and MxiN (S. flexneri). Codon usage indicates ygeN is an alien (horizontal) gene. An intact version of YgeN is encoded in the E. coli O42 genome.	1789221	Q46793	b2858	9387; 9385	JW5459	Null
EG13045	ECK2857	ygeO'	None	aa	132	Counterclockwise	2995962	2996360	64.55	15561.13	pseudogene, orgA family, part of T3SS PAI ETT2 remnant	Null	Pseudogene, orgA homolog, part of T3SS PAI ETT2 remnant	ygeO was thought to be required to generate the pentapeptide (in MC4100) but subsequent work demonstrated that overproduction of Zwf could suppresss the YgeO' mutant defect, indicating a secondary role for YgeO' (Kolodkin-Gal, 2007; 2008). ygeO' is an apparent pseudogene in MG1655 and in MC4100 as well, so the ygeO' pseudogene is not responsible for the failure of MG1655 to produce or respond to normal levels of ECD. The yegO' pseudogene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining. YgeO' is homologous to OrgA (S.t.) and MxiK (S. flexneri). IS2H is at the point of YgeO N-terminus truncation. The 5' end of ygeO has apparently been deleted from the MG1655 genome. Codon usage indicates ygeO is an alien (horizontal) gene. The intact YgeO (193 aa) is encoded in E. coli O157:H7 RIMD (ECs3715).	1789223	Q46795	b2859	9390	JW5846	Null
EG13047	ECK2858	ygeQ'	ygeP	aa	379	Counterclockwise	2997692	2998828	64.58	42397.04	pseudogene, glycosyl hydrolase family 15, part of T3SS PAI ETT2 remnant 	Null	Pseudogene reconstruction, glycosyl hydrolase family 15; part of T3SS PAI ETT2 remnant	This pseudogene is a remnant of the type three secretion system (T3SS) pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving 10 kb of the presumably non-functional T3SS ETT2 remaining. Full length YgeQ (536 aa) is encoded in the E. coli O42 genome. IS2H is inserted at the point of YgeQ C-terminal 157 residue truncation. The 3' end of ygeQ has apparently been deleted from the MG1655 genome. A stop codon at position 265 is translated as an X, although in all intact versions and in distant homologs, this codon encodes a conserved Gly residue. A 24 aa signal peptide is predicted for YgeQ. Codon usage indicates ygeQ is an alien (horizontal) gene.	1789226	Q46797	b2863	9401; 9399	JW2831	Null
EG13048	ECK2861	ygeR	None	aa	251	Counterclockwise	2999136	2999891	64.61	26564.55	LysM domain-containing M23 family putative peptidase; septation lipoprotein 	Putative structure; Not classified	Novel lipoprotein involved in septation	NlpD, YgeR, MepM(YebA) and EnvC have C-terminal LytM murein-binding domains; mutating all four LytM domain genes produces a strain with a severe filamentous phenotype, similar to an amiABC triple mutant, of over 20 tmes the normal cell length and more than 70 times the normal amount of septa/cell, from 0.5 to 36 septa/cell; also similar to the amiABC mutant, the nlpD-envC-mepM(yebA)-ygeR mutant has altered morphology and delayed onset of lysis after beta-lactam antibiotic treatment (Uehara, 2009). ygeR is a backbone gene flanking the insertion of the type three secretion system pathogenicity island ETT2. 18 kb of ETT2 has been deleted from K-12, leaving a 10 kb remnant. The first 25 aa of YgeR are a type II signal peptide. Metalloprotease homolog; M23 family.	87082174	Q46798	b2865	9407	JW2833	Null
EG13049	ECK2862	xdhA	ygeS	aa	752	Clockwise	3000345	3002603	64.64	81320.83	xanthine dehydrogenase, molybdenum binding subunit	Null	Xanthine dehydrogenase molybdenum-binding subunit; involved in limited purine catabolism; mutation confers adenine sensitivity	Null	1789230	Q46799	b2866	9413	JW5462	Null
EG13050	ECK2863	xdhB	ygeT	aa	292	Clockwise	3002614	3003492	64.69	31556.81	xanthine dehydrogenase, FAD-binding subunit	Putative enzyme; Not classified	Xanthine dehydrogenase FAD-binding subunit; involved in limited purine catabolism	Null	1789231	Q46800	b2867	9416	JW2835	Null
EG13051	ECK2864	xdhC	ygeU	aa	159	Clockwise	3003489	3003968	64.71	16921.71	xanthine dehydrogenase, Fe-S binding subunit	Putative enzyme; Not classified	Iron-sulfur binding xanthine dehydrogenase subunit; involved in limited purine catabolism	Null	1789232	Q46801	b2868	9418	JW2836	Null
EG13052	ECK2865	ygeV	None	aa	592	Counterclockwise	3004008	3005786	64.72	66095.97	putative sigma-54-interacting transcriptional activator	Putative regulator; Not classified	Putative RpoN-dependent transcriptional activator, function unknown; induced by AI-2 pheromone	Null	1789233	Q46802	b2869	9420	JW2837	Null
EG13053	ECK2866	ygeW	None	aa	396	Clockwise	3006262	3007452	64.77	44187.44	putative carbamoyltransferase	Putative enzyme; Not classified	Predicted carbamoyltransferase, substrate unknown	Although related to arginine, ornithine and putrescine carbamoyltransferases, YgeW is in a distinct clade, indicative of a novel activity (Naumoff, 2004). YgeW has been suggested to be an oxamate carbamoyltransferases (transcarbamylase) involved in purine catabolism (Xi, 2000). Oxamate, allantoin and other substrates were tested but purified YgeW had no activity on any of them (Li, 2011).	48994908	Q46803	b2870	9425	JW5463	Null
EG13054	ECK2867	ygeX	None	aa	398	Clockwise	3007510	3008706	64.79	43327.56	2,3-diaminopropionate ammonia lyase, PLP-dependent	Enzyme; Not classified	2,3-diaminopropionate ammonia lyase, PLP-dependent	Expression of ygeX is low but YgeX can function to protect cells from DL-DAP toxicity in minimal medium when overexpressed (Kalyani, 2012). The N-terminus of the overexpressed protein has been sequenced, but the natural RBS was not used so it is not a Verified protein; the initial Met is cleaved (Khan, 2003). The N-terminus of the native S. typhimurium YgeX has been Verified (Nagasawa, 1988).	; 1789235	P66899	b2871	9428	JW2839	CG80804
EG13055	ECK2868	ygeY	None	aa	403	Clockwise	3008764	3009975	64.82	44803.93	putative peptidase	Putative enzyme; Not classified	Peptidase homolog, function unknown; M20D family	YgeY binds zinc (Sevcenco, 2011). YgeY was postulated to be an N-succinyl-L-diaminopimelic acid desuccinylase involved in purine catabolism (Xi, 2000).	1789236	P65807	b2872	9434	JW2840	Null
EG13056	ECK2869	hyuA	ygeZ	aa	461	Clockwise	3010028	3011413	64.85	51025.15	D-stereospecific phenylhydantoinase	Null	D-stereospecific phenylhydantoinase; physiological function unknown	YgeZ is tetrameric. The upstream TTG may be utilized in vivo, although the ATG indicated here is a more likely in vivo start. The overexpressed, N-terminally sequenced protein was synthesized with an artificial RBS for the TTG start. Native protein N-terminus has not been determined.	; 87082175	Q46806	b2873	9436	JW2841	CG81564
EG13057	ECK2870	yqeA	None	aa	310	Clockwise	3011461	3012393	64.88	33070.97	putative amino acid kinase	Putative enzyme; Not classified	Carbonate kinase homolog; function unknown	Null	1789238	Q46807	b2874	9438	JW2842	Null
