	Uniprot Accession	Description	Gene	Peptides.used.for.quantitation	Confidence.score	Molecular weight (Da)	Dataset	Glucose	LB	Glycerol + AA	Acetate	Fumarate	Glucosamine	Glycerol	Pyruvate	Chemostat µ=0.5	Chemostat µ=0.35	Chemostat µ=0.20	Chemostat µ=0.12	Stationary phase 1 day	Stationary phase 3 days	Osmotic-stress glucose	42°C glucose	pH6 glucose	Xylose	Mannose	Galactose 	Succinate	Fructose
1010	P37645	Uncharacterized protein yhjG OS=Escherichia coli (strain K12) GN=yhjG PE=4 SV=3	yhjG	6	259.98	74393.2067	2	16	29	20.0	27	29	30	20	24	37	47	74	103	26	26	29	15	46	19.0	33.0	54	21	19.0
1011	P37665	Inner membrane lipoprotein yiaD OS=Escherichia coli (strain K12) GN=yiaD PE=1 SV=2	yiaD	6	520.41	22165.52748	2	344	2116	653.0	60	129	77	159	216	49	47	30	24	209	259	392	900	309	340.0	136.0	64	136	234.0
1012	P39285	Uncharacterized mscS family protein yjeP OS=Escherichia coli (strain K12) GN=yjeP PE=3 SV=3	mscM	6	245.94	123871.75300000001	2	14	23	14.0	16	20	28	15	25	14	14	13	17	6	7	13	18	15	12.0	12.0	17	10	13.0
1013	P02929	Protein tonB OS=Escherichia coli (strain K12) GN=tonB PE=1 SV=2	tonB	6	260.37	26059.99904	2	108	75	129.0	52	83	80	86	98	96	59	55	43	52	50	193	218	159	171.0	89.0	63	95	141.0
1014	Q6BF17	D-galactonate dehydratase OS=Escherichia coli (strain K12) GN=dgoD PE=1 SV=1	dgoD	6	325.63	42477.7743	2	9	13	7.0	4	5	7	6	3	5	8	15	10	4	3	3	7	7	8.0	15.0	675	12	12.0
1015	P77552	Uncharacterized protein ydhQ OS=Escherichia coli (strain K12) GN=ydhQ PE=4 SV=1	ydhQ	6	274.07	42831.72841	2	85	318	223.0	68	88	84	93	75	77	66	44	28	96	78	208	167	97	142.0	65.0	47	75	86.0
1016	P0ADA5	Uncharacterized lipoprotein yajG OS=Escherichia coli (strain K12) GN=yajG PE=4 SV=1	yajG	6	410.42	20918.825240000002	2	4572	6632	7749.0	2378	3603	3648	4049	4053	3884	3531	2444	1984	1380	1509	3022	2695	2206	3463.0	3582.0	2460	3702	3824.0
1017	P77338	Potassium efflux system KefA OS=Escherichia coli (strain K12) GN=kefA PE=1 SV=1	mscK	6	272.29	127117.3538	2	7	16	7.0	3	4	6	4	6	8	5	4	4	4	5	5	14	6	7.0	5.0	2	3	9.0
1018	P0AFQ7	Uncharacterized deoxyribonuclease ycfH OS=Escherichia coli (strain K12) GN=ycfH PE=1 SV=1	ycfH	6	318.45	29772.096419999998	2	43	85	70.0	33	25	30	28	27	36	23	17	16	43	50	95	69	68	52.0	28.0	17	25	37.0
1019	P23909	DNA mismatch repair protein mutS OS=Escherichia coli (strain K12) GN=mutS PE=1 SV=1	mutS	6	368.27	95169.13824	2	39	117	49.0	22	32	36	29	47	42	30	24	22	8	12	33	40	26	35.0	25.0	15	16	36.0
1020	P0AFY8	Protein seqA OS=Escherichia coli (strain K12) GN=seqA PE=1 SV=1	seqA	6	309.14	20284.49411	2	1357	2745	1706.0	809	951	1097	1019	991	907	772	697	655	1119	1095	1530	3080	1738	1308.0	1019.0	870	1004	1388.0
1021	P0CE49	Transposase insH for insertion sequence element IS5A OS=Escherichia coli (strain K12) GN=insH1 PE=3 SV=1	insH	6	196.39	39284.07353	1	56	122		28	72	71	39	52	55	58	45	23	27	31	56	47	36			19	57	
1022	P0A9H1	G/U mismatch-specific DNA glycosylase OS=Escherichia coli (strain K12) GN=mug PE=1 SV=1	mug	6	269.09	18643.808080000003	2	241	306	224.0	134	198	180	207	170	190	172	123	101	300	180	357	494	280	178.0	145.0	198	171	171.0
1023	P21893	Single-stranded-DNA-specific exonuclease recJ OS=Escherichia coli (strain K12) GN=recJ PE=1 SV=2	recJ	6	270.97	63330.91447999999	1	5	31		1	13	4	5	3	2	4	5	1	5	3	24	14	13			1	4	
1024	P0A8W5	UPF0301 protein yqgE OS=Escherichia coli (strain K12) GN=yqgE PE=1 SV=1	yqgE	6	234.41	20654.806819999998	2	410	441	375.0	186	258	292	299	264	191	162	137	112	82	84	307	248	305	249.0	245.0	177	264	395.0
1025	P0A8U6	Met repressor OS=Escherichia coli (strain K12) GN=metJ PE=1 SV=2	metJ	6	340.61	12115.134829999999	2	990	1222	643.0	689	774	770	651	640	641	609	566	552	624	598	1032	993	1418	778.0	510.0	547	594	668.0
1026	P45425	N-acetylmannosamine kinase OS=Escherichia coli (strain K12) GN=nanK PE=1 SV=2	nanK	6	362.02	29607.465519999998	2	7	561	78.0	9	15	9	12	16	17	16	13	19	3	4	7	5	4	5.0	19.0	7	12	24.0
1027	P0A9F1	Transcriptional regulator mntR OS=Escherichia coli (strain K12) GN=mntR PE=1 SV=1	mntR	6	287.5	17611.22461	2	148	223	188.0	91	127	130	110	128	116	96	83	66	121	76	164	106	187	152.0	125.0	68	119	133.0
1028	P0A8D0	Transcriptional repressor NrdR OS=Escherichia coli (strain K12) GN=nrdR PE=1 SV=1	nrdR	6	248.73	17199.80889	2	211	224	214.0	164	213	214	247	221	178	132	117	99	126	97	312	352	262	241.0	160.0	112	140	237.0
1029	P77300	Uncharacterized HTH-type transcriptional regulator yagI OS=Escherichia coli (strain K12) GN=yagI PE=4 SV=1	yagI	6	253.49	27802.74063	1	37	6		13	12	23	31	11	8	25	1	2	6	1	12	26	23			18	18	
1030	P0A7D1	Peptidyl-tRNA hydrolase OS=Escherichia coli (strain K12) GN=pth PE=1 SV=1	pth	6	310.76	21051.07365	2	733	1188	1243.0	318	499	534	465	477	395	296	222	189	276	244	592	622	534	452.0	401.0	265	446	517.0
1031	P0A7U3	30S ribosomal protein S19 OS=Escherichia coli (strain K12) GN=rpsS PE=1 SV=2	rpsS	6	532.76	10405.70428	2	19008	51051	33384.0	7899	11758	11610	13707	10256	11619	7839	5153	4656	7532	6372	17918	18328	17060	16630.0	12778.0	7558	12140	20308.0
1032	P68679	30S ribosomal protein S21 OS=Escherichia coli (strain K12) GN=rpsU PE=1 SV=2	rpsU	6	437.08	8476.71577	2	28385	70780	47960.0	9984	16062	19399	20777	15417	17301	12279	9013	7760	9950	7654	25230	23941	26057	22332.0	15866.0	10753	16345	22684.0
1033	P0A873	tRNA (guanine-N(1)-)-methyltransferase OS=Escherichia coli (strain K12) GN=trmD PE=1 SV=1	trmD	6	228.9	28386.44362	2	121	236	128.0	66	80	79	94	73	70	52	57	38	32	49	66	85	38	37.0	54.0	33	50	45.0
1034	P0AA37	Ribosomal large subunit pseudouridine synthase A OS=Escherichia coli (strain K12) GN=rluA PE=1 SV=2	rluA	6	322.31	24826.72331	1	118	386		63	99	76	111	56	73	127	122	63	11	70	120	146	130			67	82	
1035	P0AFR4	Uncharacterized protein yciO OS=Escherichia coli (strain K12) GN=yciO PE=1 SV=1	yciO	6	367.16	23178.95771	2	706	1088	827.0	723	744	899	813	711	784	649	729	794	1052	1190	1231	796	1234	864.0	788.0	974	648	774.0
1036	P0A9J0	Ribonuclease G OS=Escherichia coli (strain K12) GN=rng PE=1 SV=2	rng	6	275.86	55311.45087000001	2	85	98	75.0	58	53	70	79	63	90	70	56	33	19	13	55	62	66	56.0	67.0	46	58	86.0
1037	P0ABD8	Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Escherichia coli (strain K12) GN=accB PE=1 SV=1	accB	6	354.47	16658.416390000002	2	2574	6082	4425.0	1380	1953	2023	2201	2022	1890	1472	1250	1096	2017	1864	3278	3766	2688	2308.0	2071.0	1658	2256	2381.0
1038	Q46939	Probable acetyl-CoA acetyltransferase OS=Escherichia coli (strain K12) GN=yqeF PE=3 SV=2	yqeF	6	286.64	40975.11436	2	19	113	105.0	46	100	58	47	47	40	52	35	23	10	12	17	11	8	17.0	66.0	80	93	41.0
1039	P0ABQ2	2-hydroxy-3-oxopropionate reductase OS=Escherichia coli (strain K12) GN=garR PE=1 SV=1	garR	6	543.5	30389.818410000003	2	27	770	59.0	25	44	34	34	23	29	36	29	46	8	7	22	36	17	23.0	30.0	22	30	21.0
1040	P12995	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS=Escherichia coli (strain K12) GN=bioA PE=1 SV=2	bioA	6	290.8	47286.45536	2	139	33	200.0	125	88	109	91	83	112	71	50	41	117	135	311	177	139	144.0	93.0	87	106	99.0
1041	P0AC13	Dihydropteroate synthase OS=Escherichia coli (strain K12) GN=folP PE=1 SV=1	folP	6	392.79	30577.677610000002	2	223	429	360.0	147	173	191	167	152	182	116	76	54	91	74	256	214	221	204.0	133.0	103	189	176.0
1042	P0ABU0	1,4-Dihydroxy-2-naphthoyl-CoA synthase OS=Escherichia coli (strain K12) GN=menB PE=1 SV=1	menB	6	309.96	31594.51617	2	558	1263	679.0	489	535	558	531	465	519	470	405	429	232	378	545	761	829	614.0	516.0	509	575	470.0
1043	P0A738	Molybdenum cofactor biosynthesis protein C OS=Escherichia coli (strain K12) GN=moaC PE=1 SV=2	moaC	6	452.92	17437.96509	2	316	403	230.0	156	184	250	203	194	177	139	104	99	258	340	711	628	440	343.0	217.0	201	222	329.0
1044	P0AFI7	Pyridoxine/pyridoxamine 5'-phosphate oxidase OS=Escherichia coli (strain K12) GN=pdxH PE=1 SV=2	pdxH	6	332.99	25511.16439	2	302	232	282.0	238	292	264	301	302	293	246	197	164	180	271	417	443	450	464.0	297.0	229	323	347.0
1045	P0AG40	Riboflavin biosynthesis protein ribF OS=Escherichia coli (strain K12) GN=ribF PE=1 SV=1	ribF	6	272.86	34694.52422	2	160	214	174.0	100	131	146	154	141	180	114	127	88	72	81	106	178	151	149.0	113.0	114	116	170.0
1046	P36553	Coproporphyrinogen-III oxidase, aerobic OS=Escherichia coli (strain K12) GN=hemF PE=1 SV=1	hemF	6	186.94	34282.783789999994	1	116	44		34	54	49	34	45	43	49	16	16	17	11	72	138	103			21	28	
1047	P25539	Riboflavin biosynthesis protein RibD OS=Escherichia coli (strain K12) GN=ribD PE=1 SV=1	ribD	6	293.83	40294.80788	2	194	129	124.0	106	151	178	176	179	134	86	72	62	94	92	189	178	242	162.0	128.0	115	165	139.0
1048	P26612	Cytoplasmic alpha-amylase OS=Escherichia coli (strain K12) GN=amyA PE=3 SV=3	amyA	6	226.51	56585.359379999994	2	109	78	110.0	113	144	122	183	99	111	109	96	86	132	142	251	83	224	168.0	185.0	166	156	162.0
1049	P0A955	KHG/KDPG aldolase OS=Escherichia coli (strain K12) GN=eda PE=1 SV=1	eda	6	410.21	22251.88875	2	3635	4879	3845.0	2352	2242	3003	2180	2549	2894	2391	1771	1251	2085	1788	4824	3948	5194	3394.0	2368.0	2037	2726	3579.0
1050	P39366	Putative aminopeptidase sgcX OS=Escherichia coli (strain K12) GN=sgcX PE=3 SV=3	sgcX	6	338.01	40570.688389999996	2	5	6	6.0	5	7	12	5	4	2	9	18	166	6	10	1	9	2	3.0	3.0	4	3	5.0
1051	P77713	Putative beta-xylosidase OS=Escherichia coli (strain K12) GN=yagH PE=3 SV=1	yagH	6	323.2	60768.44307	2	25	34	32.0	12	28	31	25	26	27	25	33	25	16	18	15	30	14	302.0	18.0	14	18	21.0
1052	P0AEX3	Alpha-ketoglutarate permease OS=Escherichia coli (strain K12) GN=kgtP PE=1 SV=1	kgtP	6	323.34	47003.44462	2	124	231	211.0	112	145	307	93	136	329	357	417	416	80	81	241	146	160	241.0	156.0	146	134	130.0
1053	P39829	D-galactarate dehydratase OS=Escherichia coli (strain K12) GN=garD PE=1 SV=2	garD	6	330.74	56348.07442999999	2	9	266	16.0	10	18	7	9	10	9	19	24	36	1	7	5	8	4	7.0	8.0	7	9	4.0
1054	P0A9C9	Fructose-1,6-bisphosphatase 1 class 2 OS=Escherichia coli (strain K12) GN=glpX PE=1 SV=1	glpX	6	329.32	35811.62041	2	187	341	399.0	67	119	137	266	100	89	70	59	56	48	75	144	151	128	131.0	118.0	107	129	156.0
1055	P37647	2-dehydro-3-deoxygluconokinase OS=Escherichia coli (strain K12) GN=kdgK PE=3 SV=1	kdgK	6	437.31	33923.044089999996	2	547	968	941.0	548	554	513	479	508	460	351	272	205	154	307	661	639	707	578.0	371.0	375	281	452.0
1056	P76142	Autoinducer 2-binding protein lsrB OS=Escherichia coli (strain K12) GN=lsrB PE=1 SV=1	lsrB	6	223.06	36643.902480000004	2	85	121	144.0	163	353	111	65	100	66	111	216	415	540	452	102	194	166	102.0	94.0	291	269	91.0
1057	P25718	Alpha-amylase OS=Escherichia coli (strain K12) GN=malS PE=1 SV=1	malS	6	223.84	75646.94856	1	23	3		3	3	5	4	4	10	22	14	11	15	8	3	20	5			3	4	
1058	P0AA04	Phosphocarrier protein HPr OS=Escherichia coli (strain K12) GN=ptsH PE=1 SV=1	ptsH	6	457.8	9095.72664	2	24850	16746	19193.0	9533	11946	21858	13501	12590	20570	13546	9835	6327	9569	10741	21376	24930	26036	10488.0	17417.0	12378	15247	26658.0
1059	P0C0L7	Proline/betaine transporter OS=Escherichia coli (strain K12) GN=proP PE=1 SV=1	proP	6	245.0	54792.07555	2	268	410	126.0	54	75	128	92	46	130	85	74	64	344	330	642	418	597	298.0	129.0	104	114	226.0
1060	P69829	Nitrogen regulatory protein OS=Escherichia coli (strain K12) GN=ptsN PE=1 SV=1	ptsN	6	542.95	17930.427969999997	2	861	1917	1181.0	710	827	824	901	828	907	909	799	656	755	699	1113	789	1000	865.0	1258.0	2407	1339	886.0
1061	P31806	Uncharacterized protein yjeF OS=Escherichia coli (strain K12) GN=yjeF PE=1 SV=2	nnr	6	274.92	54598.23236	2	48	86	58.0	71	82	63	65	58	85	108	118	186	85	76	92	95	66	77.0	63.0	119	70	57.0
1062	P60546	Guanylate kinase OS=Escherichia coli (strain K12) GN=gmk PE=1 SV=1	gmk	6	394.25	23560.01565	2	437	799	795.0	194	279	269	293	232	270	203	160	136	331	366	519	515	537	432.0	274.0	279	277	368.0
1063	P0A720	Thymidylate kinase OS=Escherichia coli (strain K12) GN=tmk PE=1 SV=1	tmk	6	364.76	23750.435540000002	2	204	271	288.0	91	104	141	110	124	117	70	72	62	42	32	106	115	89	124.0	89.0	49	70	76.0
1064	P0AFL6	Exopolyphosphatase OS=Escherichia coli (strain K12) GN=ppx PE=1 SV=2	ppx	6	339.72	58081.15167000001	2	31	75	54.0	29	35	47	36	29	71	50	44	44	30	30	26	44	44	39.0	33.0	14	21	48.0
1065	P52061	Nucleoside-triphosphatase rdgB OS=Escherichia coli (strain K12) GN=rdgB PE=1 SV=1	rdgB	6	251.05	21007.85524	2	677	1064	851.0	321	407	472	471	456	387	292	256	204	129	143	424	307	307	376.0	481.0	275	444	467.0
1066	P0A9D4	Serine acetyltransferase OS=Escherichia coli (strain K12) GN=cysE PE=1 SV=1	cysE	6	277.21	29280.00172	2	400	494	620.0	394	447	602	530	482	477	411	350	351	180	197	275	616	543	533.0	518.0	414	482	582.0
1067	P0A962	L-asparaginase 1 OS=Escherichia coli (strain K12) GN=ansA PE=1 SV=1	ansA	6	372.65	37085.75937	2	554	630	556.0	280	343	398	313	273	368	351	298	246	186	172	358	453	462	394.0	370.0	252	312	451.0
1068	P75682	Uncharacterized protein yagE OS=Escherichia coli (strain K12) GN=yagE PE=1 SV=1	yagE	6	340.83	33277.40786	2	42	737	923.0	97	126	77	132	80	136	155	112	62	40	9	23	25	20	53.0	212.0	107	93	81.0
1069	P0A959	Uncharacterized aminotransferase YfbQ OS=Escherichia coli (strain K12) GN=yfbQ PE=1 SV=1	alaA	6	395.68	45470.386510000004	2	100	105	207.0	60	99	99	110	70	79	112	103	85	20	9	43	81	62	54.0	63.0	59	75	63.0
1070	P77434	Uncharacterized aminotransferase YfdZ OS=Escherichia coli (strain K12) GN=yfdZ PE=2 SV=1	alaC	6	292.7	46168.71805	2	93	116	94.0	95	75	80	77	68	100	107	84	80	56	49	124	81	77	104.0	99.0	77	79	71.0
1071	P77581	Succinylornithine transaminase OS=Escherichia coli (strain K12) GN=astC PE=1 SV=1	astC	6	354.5	43619.9979	2	44	224	309.0	79	183	141	57	65	93	238	281	251	83	77	90	89	112	57.0	131.0	137	134	52.0
1072	P10346	Glutamine transport ATP-binding protein GlnQ OS=Escherichia coli (strain K12) GN=glnQ PE=1 SV=1	glnQ	6	359.67	26696.11147	2	698	803	1067.0	742	1081	951	1003	1107	1049	1169	951	847	242	328	628	1357	645	966.0	1066.0	828	1118	861.0
1073	P37595	Isoaspartyl peptidase OS=Escherichia coli (strain K12) GN=iaaA PE=1 SV=2	iaaA	6	301.03	33354.63774	2	67	48	90.0	80	70	57	65	75	67	58	44	50	73	87	147	145	189	81.0	44.0	58	65	67.0
1074	P77348	Periplasmic murein peptide-binding protein OS=Escherichia coli (strain K12) GN=mppA PE=1 SV=2	mppA	6	318.36	59844.8587	2	67	252	146.0	72	131	98	95	94	95	115	117	101	50	61	60	50	71	68.0	100.0	85	105	77.0
1075	P14175	Glycine betaine/L-proline transport ATP-binding protein ProV OS=Escherichia coli (strain K12) GN=proV PE=1 SV=1	proV	6	426.0	44117.13409	2	29	1187	26.0	2	4	8	5	6	3	2	2	2	9	6	42	14	5	14.0	3.0	4	4	3.0
1076	P77795	Uncharacterized ABC transporter ATP-binding protein YdcT OS=Escherichia coli (strain K12) GN=ydcT PE=3 SV=1	ydcT	6	223.04	36999.06605	2	24	38	32.0	22	61	34	41	27	37	67	83	123	23	14	11	27	15	18.0	35.0	41	38	20.0
1077	P37690	Uncharacterized protein yibP OS=Escherichia coli (strain K12) GN=yibP PE=4 SV=2	envC	6	297.87	46548.42826	2	57	60	57.0	35	39	46	41	45	55	49	49	55	31	27	34	53	36	50.0	62.0	100	71	53.0
1078	P0AAJ5	Formate dehydrogenase-O iron-sulfur subunit OS=Escherichia coli (strain K12) GN=fdoH PE=1 SV=1	fdoH	6	280.88	33060.8989	2	4	800	3.0	16	7	2	4	2	2	4	3	5	3	1	1	3	1	2.0	4.0	5	4	1.0
1079	P0A6S7	Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) GN=gpsA PE=3 SV=1	gpsA	6	334.41	36320.64479	2	327	949	518.0	307	349	306	301	323	327	303	274	276	277	204	337	262	391	270.0	277.0	179	255	217.0
1080	P0AFD6	NADH-quinone oxidoreductase subunit I OS=Escherichia coli (strain K12) GN=nuoI PE=1 SV=1	nuoI	6	261.7	20506.12496	2	294	1140	801.0	244	443	525	471	356	357	387	366	299	102	107	138	252	283	227.0	343.0	249	358	301.0
1081	P77258	N-ethylmaleimide reductase OS=Escherichia coli (strain K12) GN=nemA PE=1 SV=1	nemA	6	360.43	39474.11065	2	99	196	120.0	55	71	76	87	56	61	40	26	18	9	5	104	26	76	88.0	38.0	21	54	60.0
1082	P23886	ATP-binding/permease protein CydC OS=Escherichia coli (strain K12) GN=cydC PE=3 SV=2	cydC	6	350.4	62862.68065	2	77	159	109.0	52	74	103	103	103	136	114	99	103	36	77	68	137	54	70.0	70.0	47	62	110.0
1083	P29018	ATP-binding/permease protein CydD OS=Escherichia coli (strain K12) GN=cydD PE=1 SV=3	cydD	6	359.35	64997.28515	2	60	91	48.0	33	32	49	52	71	83	66	45	46	16	30	51	48	26	39.0	44.0	19	38	79.0
1084	P24251	Sigma factor-binding protein crl OS=Escherichia coli (strain K12) GN=crl PE=1 SV=5	crl	6	305.92	15626.980759999999	2	1960	3202	3471.0	625	1274	1497	1316	1289	1412	1091	772	521	263	221	2551	1676	1474	1894.0	1439.0	952	1345	1547.0
1085	P03841	Maltose operon periplasmic protein OS=Escherichia coli (strain K12) GN=malM PE=4 SV=1	malM	6	319.46	31905.64602	2	240	909	1096.0	333	700	938	764	578	1070	1035	845	502	71	59	104	88	145	142.0	923.0	563	582	481.0
1086	P16525	DNA replication terminus site-binding protein OS=Escherichia coli (strain K12) GN=tus PE=1 SV=1	tus	6	235.8	35743.13016	1	18	32		6	7	17	27	5	7	10	9	9	2	5	7	26	19			5	14	
1087	P75818	Uncharacterized lipoprotein ybjP OS=Escherichia coli (strain K12) GN=ybjP PE=1 SV=1	ybjP	6	591.02	18961.46217	2	1344	1174	1817.0	1806	2105	1919	1979	1413	1969	1960	1996	2133	5521	4404	3546	2807	3427	1852.0	1728.0	1991	1344	1324.0
1088	P42616	Protein yqjC OS=Escherichia coli (strain K12) GN=yqjC PE=1 SV=3	yqjC	6	374.26	13879.22512	1	503	451		177	289	415	235	211	236	380	237	222	969	630	540	417	367			124	320	
1089	P37005	Uncharacterized tRNA/rRNA methyltransferase LasT OS=Escherichia coli (strain K12) GN=lasT PE=3 SV=2	lasT	6	350.97	25225.08769	2	70	100	170.0	25	46	66	52	26	51	37	34	26	24	17	47	72	65	62.0	57.0	42	38	51.0
1090	P0A6P7	Probable GTP-binding protein engB OS=Escherichia coli (strain K12) GN=engB PE=1 SV=1	engB	6	364.97	23528.17928	2	1218	1681	1735.0	706	962	1081	999	950	756	633	575	502	483	514	947	939	932	983.0	965.0	998	1094	1029.0
1091	P0CE60	Transposase insH for insertion sequence element IS5-13 OS=Escherichia coli (strain K12) GN=JW5895 PE=3 SV=1	JW58	6	295.89	37809.319189999995	2	47	133	95.0	20	63	59	56	65	53	46	33	28	17	13	26	34	26	44.0	44.0	43	51	45.0
1092	Q46927	Uncharacterized protein ygdL OS=Escherichia coli (strain K12) GN=ygdL PE=3 SV=1	ygdL	6	194.88	28525.62512	1	48	140		40	65	63	39	46	30	39	10	26	9	24	140	170	174			24	32	
1093	P27303	Multidrug resistance protein A OS=Escherichia coli (strain K12) GN=emrA PE=3 SV=2	emrA	5	260.62	42691.61954	2	44	139	67.0	8	13	57	11	20	63	39	18	16	23	15	36	30	43	34.0	10.0	9	16	27.0
1094	P0AAH8	Peptide transport system ATP-binding protein SapF OS=Escherichia coli (strain K12) GN=sapF PE=1 SV=1	sapF	5	203.01	30533.06637	1	30	63		12	54	25	29	2	12	17	6	6	9	12	106	46	15			13	15	
1095	P75777	UPF0194 membrane protein ybhG OS=Escherichia coli (strain K12) GN=ybhG PE=3 SV=1	ybhG	5	307.24	36375.63323	2	81	173	156.0	48	59	84	59	63	85	77	76	77	76	95	68	92	144	79.0	65.0	47	73	100.0
1096	P31455	Uncharacterized protein YidR OS=Escherichia coli (strain K12) GN=yidR PE=4 SV=4	yidR	5	216.13	46139.8176	2	107	63	58.0	58	77	83	91	62	62	57	53	49	162	94	179	141	274	131.0	112.0	101	100	112.0
1097	P0AE85	Periplasmic protein CpxP OS=Escherichia coli (strain K12) GN=cpxP PE=1 SV=1	cpxP	5	249.98	18935.33096	2	328	126	128.0	494	703	155	741	1483	98	132	140	129	11	9	67	524	31	175.0	519.0	304	405	348.0
1098	P05637	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] OS=Escherichia coli (strain K12) GN=apaH PE=1 SV=2	apaH	5	276.12	31258.688469999997	2	57	92	64.0	50	45	41	41	45	38	40	42	41	18	23	63	60	60	42.0	40.0	36	40	31.0
1099	P0AFX9	Sigma-E factor regulatory protein rseB OS=Escherichia coli (strain K12) GN=rseB PE=1 SV=1	rseB	5	193.29	35709.286510000005	2	91	100	80.0	66	76	81	85	89	54	57	59	99	76	51	105	176	136	93.0	79.0	138	93	106.0
1100	P0AFB5	Nitrogen regulation protein NR(II) OS=Escherichia coli (strain K12) GN=glnL PE=1 SV=1	glnL	5	227.09	38514.268710000004	2	66	15	23.0	10	10	17	24	13	21	18	27	33	7	3	15	23	31	18.0	25.0	29	18	31.0
1101	P0AE70	mRNA interferase MazF OS=Escherichia coli (strain K12) GN=mazF PE=1 SV=1	mazF	5	293.79	12072.173659999999	1	227	196		161	138	208	72	266	103	196	37	170	118	269	87	173	91			71	65	
1102	P46888	Universal stress protein C OS=Escherichia coli (strain K12) GN=uspC PE=2 SV=1	uspC	5	275.11	15604.9098	1	260	99		194	153	135	136	559	167	230	318	234	101	217	70	127	175			82	98	
1103	P0AAB8	Universal stress protein D OS=Escherichia coli (strain K12) GN=uspD PE=2 SV=1	uspD	5	275.01	16264.49707	2	320	403	293.0	364	195	457	253	200	224	266	260	300	1030	1348	1182	1046	1228	397.0	281.0	438	216	277.0
1104	P31802	Nitrate/nitrite response regulator protein narP OS=Escherichia coli (strain K12) GN=narP PE=3 SV=1	narP	5	323.85	23542.385140000002	2	251	816	433.0	146	272	302	250	216	177	182	151	124	55	35	159	301	183	210.0	278.0	214	319	275.0
1105	P76270	Protein yebR OS=Escherichia coli (strain K12) GN=yebR PE=1 SV=2	msrC	5	308.29	18092.23628	2	1051	1180	1210.0	894	1047	1040	1072	930	1352	1158	924	688	763	910	2127	1894	1802	1601.0	1067.0	1248	1177	3610.0
1106	P0AAR3	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase ybaK OS=Escherichia coli (strain K12) GN=ybaK PE=1 SV=1	ybaK	5	241.73	17064.22625	2	519	761	660.0	330	297	643	319	294	532	419	383	321	865	858	1529	1057	2601	897.0	557.0	462	502	611.0
1107	P21363	Protein yciE OS=Escherichia coli (strain K12) GN=yciE PE=1 SV=1	yciE	5	181.98	18931.47424	2	309	177	143.0	391	287	388	261	236	283	303	362	455	164	192	418	367	307	149.0	409.0	410	349	170.0
1108	P76235	UPF0229 protein yeaH OS=Escherichia coli (strain K12) GN=yeaH PE=3 SV=1	yeaH	5	287.33	49343.80506	2	20	29	8.0	46	41	37	33	14	31	47	76	134	58	69	25	7	61	16.0	46.0	57	27	19.0
1109	P0A8A2	UPF0082 protein yeeN OS=Escherichia coli (strain K12) GN=yeeN PE=1 SV=1	yeeN	5	254.88	25833.160030000003	2	2098	4718	4988.0	1022	1080	1449	1136	1094	1096	784	573	376	881	947	2263	1610	2276	1705.0	1068.0	656	928	1247.0
1110	P76346	Protein mtfA OS=Escherichia coli (strain K12) GN=mtfA PE=1 SV=2	mtfA	5	307.81	30242.07969	2	431	790	1017.0	684	832	582	678	700	877	1032	1006	787	92	117	186	268	211	345.0	1088.0	779	1001	568.0
1111	P22525	Probable L,D-transpeptidase YcbB OS=Escherichia coli (strain K12) GN=ycbB PE=1 SV=2	ycbB	5	294.83	67751.73072	1	65	47		37	20	55	43	39	59	46	46	47	104	19	58	57	78			24	24	
1112	P32157	Protein yiiM OS=Escherichia coli (strain K12) GN=yiiM PE=1 SV=2	yiiM	5	333.07	25308.676359999998	2	74	67	57.0	64	62	55	65	49	57	44	49	45	112	110	121	68	84	74.0	76.0	103	63	62.0
1113	P32680	Uncharacterized protein yjaG OS=Escherichia coli (strain K12) GN=yjaG PE=4 SV=1	yjaG	5	256.75	22580.064430000002	2	100	165	151.0	60	113	96	102	86	85	76	54	54	53	44	129	114	102	116.0	70.0	68	62	78.0
